theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp,PRI_Score,PRI_Scale_1_5,fear_score,fear_intensity,fear_keywords,theme_fear_economic_job_loss,theme_fear_surveillance_control,theme_fear_social_isolation,theme_fear_safety_security,theme_fear_cultural_values,theme_fear_technology_dependence,theme_intensity,response_length,response_length_norm,fear_index,fear_category,persona_cluster
economic impacts and jobs,0.3308657014953276,"Yes. Through reducing wastage of funds, people will have more disposable income that will will be used in other activities hence leading to increased money circulation in the society",a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,55d748c9-f0ae-444f-a4a7-20c8a49f3435,728108ca,20250523_160029,0.83625,4.345000000000001,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3308657014953276,182,0.20681818181818182,0.3202780987799492,Moderate,4
economic impacts and jobs,0.3296528609664878,A lot of people I know have lost their jobs and have had their CEOs blame AIs.,91fcb570-ec08-458e-af99-d9df0650384a,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",daa63136-3ae3-4778-b5c4-f15f8cea1e4d,728108ca,20250523_160029,0.3658333333333333,2.463333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3296528609664878,78,0.08863636363636364,0.21389144741689814,Moderate,4
economic impacts and jobs,0.3287011631660351,1 increase in productivity,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,77eba8ea-d6b6-4afc-b36f-abb243606753,728108ca,20250523_160029,0.8858333333333334,4.543333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3287011631660351,26,0.029545454545454545,0.3116016773876262,Moderate,4
economic impacts and jobs,0.3286144550720099,"scenario 1 for AI to optimize for clear, measurable metrics like economic growth and scientific discoveries",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,0c163693-0b07-46cc-90b9-ab8f6a6248fc,728108ca,20250523_160029,0.85125,4.404999999999999,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3286144550720099,107,0.1215909090909091,0.3138548729378949,Moderate,4
economic impacts and jobs,0.3282162797096097,"2. Many people still need jobs, AI is best to use just a tool",13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a4562461-b5eb-426e-a18d-697e5a83095f,728108ca,20250523_160029,0.7641666666666667,4.056666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3282162797096097,61,0.06931818181818182,0.29105166339899546,Moderate,4
economic impacts and jobs,0.3265231279097575,"They would prefer 1, as it doesn't concern them much also economic growth is important so they would definitely go for that and also they would definitely agree on the assumption of people can't be added into quantifying process ",cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,582def79-6d29-4072-8792-65d3f1c242dc,728108ca,20250523_160029,0.7579166666666667,4.031666666666666,0.2,mild,['concern'],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3265231279097575,229,0.26022727272727275,0.3682153117699636,Moderate,4
economic impacts and jobs,0.3257184930588044,1. AI probably can make economic growth better and leave the complex decision to real human ,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a4562461-b5eb-426e-a18d-697e5a83095f,728108ca,20250523_160029,0.7641666666666667,4.056666666666667,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3257184930588044,92,0.10454545454545454,0.29357527601140054,Moderate,4
economic impacts and jobs,0.3250564389412161,I support 1 interms of job stability and 2 interms of meaningful work.,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,6f9e76b8-16e0-4f5c-a1c1-aae463e16cc6,728108ca,20250523_160029,0.7125,3.85,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3250564389412161,70,0.07954545454545454,0.2804771210310319,Moderate,4
economic impacts and jobs,0.3243867247914201,scenario 2 sounds good because humans get to do their job and afford a living,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,4a2fd9b7-f0c3-4e3a-87dc-f69df567d037,728108ca,20250523_160029,0.7666666666666667,4.066666666666666,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3243867247914201,77,0.0875,0.2918380232499014,Moderate,4
economic impacts and jobs,0.3242395012730341,50/50. I think many people will lose their job like the influencers,a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,14590c64-3ee7-421e-bce5-11a5b0ce4e5e,728108ca,20250523_160029,0.7141666666666668,3.8566666666666674,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3242395012730341,67,0.07613636363636364,0.2801427702061834,Moderate,4
economic impacts and jobs,0.323791955441526,"Yes, because it would focus on immediate benefits rather than analyzing all the possible implications for human development.",33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,983d08bc-82df-43ed-9875-4d9e2bf9e72d,728108ca,20250523_160029,0.6941666666666667,3.776666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.323791955441526,124,0.1409090909090909,0.28244102460085285,Moderate,4
economic impacts and jobs,0.3237546814249045,yes because it will be more helpful to the eco system and invirement in general.,a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,167414f4-44d8-47ef-af95-f6d083935263,728108ca,20250523_160029,0.6004166666666667,3.401666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3237546814249045,80,0.09090909090909091,0.25867611499420423,Moderate,4
economic impacts and jobs,0.3209886176608614,I prefer option 2 because it provides the public with a new employment model after traditional jobs are replaced by AI.,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,b2054100-ab3d-45ca-b21c-46a71c78066c,728108ca,20250523_160029,0.6595833333333334,3.6383333333333336,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.3209886176608614,119,0.13522727272727272,0.27383484100373856,Moderate,4
economic impacts and jobs,0.3205827429755661,"1 bc clear, measurable metrics like economic growth and scientific discoveries",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,bca25771-2ed6-440d-b798-d3af57ef9357,728108ca,20250523_160029,0.5354166666666667,3.1416666666666666,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3205827429755661,78,0.08863636363636364,0.24418006688719612,Moderate,4
economic impacts and jobs,0.3204640550808967,Scenario 1 is better because the company company continues to operate regularly means no jobs lost due to AI,eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,77876b6c-97b3-4020-8195-2ebfc52e0423,728108ca,20250523_160029,0.8345833333333333,4.338333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3204640550808967,108,0.12272727272727273,0.30737501597175265,Moderate,4
economic impacts and jobs,0.3203580025106735,"Scenario 1, because it maintains the employment stability that we know.",13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,ed4d4150-823f-4255-a08b-0f9e3e449cb6,728108ca,20250523_160029,0.7695833333333333,4.078333333333333,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3203580025106735,71,0.08068181818181819,0.29012804948911786,Moderate,4
economic impacts and jobs,0.3202132596003567,"Yes ,I am very happy to see if this type of positive effect happens in future in medical and mental support for human is very good 👍😊 

But but losing job is a major concern because of AI ",0db7bbdf-847c-4e1b-a89b-22a8d8e6a02b,Would you want this future or not? Please explain why.,981b4b2d-7722-4b9d-9dd6-add0901f0966,728108ca,20250523_160029,0.7612500000000001,4.045,0.2,mild,['concern'],0.0,0.0,0.0,0.0,0.0,0.0,0.3202132596003567,188,0.21363636363636362,0.3616989402037791,Moderate,4
economic impacts and jobs,0.3201192864407434,yes I think this would beneficial to create less consumption resulting in better care for the environment and saving money.,a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,f5e6d17e-b3f2-4c86-b179-3c38408ef40e,728108ca,20250523_160029,0.7383333333333333,3.953333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3201192864407434,123,0.13977272727272727,0.2896916539702367,Moderate,4
economic impacts and jobs,0.3200511202743889,"Higher productivity
",91fcb570-ec08-458e-af99-d9df0650384a,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",71e0641f-6bfa-4a91-b4fb-3317f3e14fc5,728108ca,20250523_160029,0.4591666666666667,2.836666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3200511202743889,20,0.022727272727272728,0.22212650871581618,Moderate,4
economic impacts and jobs,0.319201031591188,1 since both consumer and employees are involved ,eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,18af77fe-5f36-458c-a4a9-84484490b196,728108ca,20250523_160029,0.6666666666666667,3.666666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.319201031591188,49,0.05568181818181818,0.26658192778799034,Moderate,4
economic impacts and jobs,0.3185953274918857,scenario 1 as AI should replace jobs of human but rather help to make job easier,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,0c163693-0b07-46cc-90b9-ab8f6a6248fc,728108ca,20250523_160029,0.85125,4.404999999999999,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3185953274918857,80,0.09090909090909091,0.3067790400876634,Moderate,4
economic impacts and jobs,0.3179924005709028,"Second. Traditional career path is already in the past with thousands of new jobs appearing. Influencers were not here 15 years ago and now their job is exactly what is described here. AI was created to handle routing tasks and it will continue doing so leaving us more time to do more meaningful things that bring us joy in life, allow for more time with families and friends and self-realisation in our hobbies.",13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,d582a744-0aae-4bc4-88f8-14e9fd90628b,728108ca,20250523_160029,0.72875,3.915,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.3179924005709028,413,0.4693181818181818,0.3198787784101793,Moderate,4
economic impacts and jobs,0.3175353778063576,Yes this is a positive impact if we can reduce waste and consume selectively based on necessity,a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,0c163693-0b07-46cc-90b9-ab8f6a6248fc,728108ca,20250523_160029,0.85125,4.404999999999999,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3175353778063576,95,0.10795454545454546,0.3080596056679976,Moderate,4
economic impacts and jobs,0.3172468874497247,They are within their rights since it is an economic issue.,52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,87876ae1-ff4d-4030-82da-7db5d4e9585f,728108ca,20250523_160029,0.6429166666666667,3.5716666666666668,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3172468874497247,59,0.06704545454545455,0.2621866337677687,Moderate,4
economic impacts and jobs,0.3167758149854571,I would prefer 2 I think AI is a trap for middle and lower income class to loose their jobs in full and this is happening ,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,dcfb7258-bb5c-47ff-87d6-f45d9f9020d9,728108ca,20250523_160029,0.8054166666666667,4.221666666666667,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3167758149854571,122,0.13863636363636364,0.30165729569115257,Moderate,4
economic impacts and jobs,0.3167264263903253,"Neither sounds good. The first diminishes the autonomy, sense of purpose, and creativity that a job can often provide, but the second takes away access to money from many people who don't have a college education, for example, or who enjoy doing routine tasks. Furthermore, I find it unrealistic that universal access to a basic income exists in the second scenario.",13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,65bf80f9-754a-42f7-8286-24c502a1ac3e,728108ca,20250523_160029,0.6966666666666667,3.786666666666666,0.0,none,[],0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.125,0.3167264263903253,366,0.4159090909090909,0.3076148129803725,Moderate,4
economic impacts and jobs,0.3158377316006274,"I don't like it, because even tho it would help with managing emotional distress and mental health, i think it would take away jobs of real people. ",0db7bbdf-847c-4e1b-a89b-22a8d8e6a02b,Would you want this future or not? Please explain why.,c95712a8-b8a9-45a7-a376-ca82c6b0fe3b,728108ca,20250523_160029,0.6570833333333334,3.6283333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3158377316006274,148,0.16818181818181818,0.27456994112509947,Moderate,4
economic impacts and jobs,0.3156661835421904,Scenario 1 because the workforce and allowances are not affected. the robots should only come supplement but not to render humans jobless especially in developing nations,13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,edd0a047-d6c3-47bd-b680-b9a47cb081a4,728108ca,20250523_160029,0.79625,4.1850000000000005,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3156661835421904,170,0.19318181818181818,0.3048346552350579,Moderate,4
economic impacts and jobs,0.3130788910709339,"i would prefer sc 2 cause impacts everyone, so decision making should include diverse perspectives not just corporate interests. while it might slow things down due to disagreements it helps to ensure ai developments are ethical, fair and aligned with public needs.",eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,8f1ba1c2-edb9-47c3-ba4a-77c1933d3369,728108ca,20250523_160029,0.7341666666666666,3.9366666666666665,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3130788910709339,265,0.30113636363636365,0.30217852612534324,Moderate,4
economic impacts and jobs,0.3129419840882143,"I am not sure that every neighbour is particularly knowledgeable about economics, so public opinion might be misguided here either way ",cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,71f0a07c-ac59-45c1-811c-55693878be7a,728108ca,20250523_160029,0.8745833333333334,4.498333333333333,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3129419840882143,135,0.1534090909090909,0.31543436939286146,Moderate,4
economic impacts and jobs,0.3112701252978648,I will prefer Scenerio 1 as it helps in economic growth.,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,67c63be9-7376-4499-a669-7786bb1a595f,728108ca,20250523_160029,0.5779166666666666,3.3116666666666665,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3112701252978648,56,0.06363636363636363,0.24645501981611562,Moderate,4
faith and religion,0.48112191723012,"No, we are in the same community and faith.",33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,df9591af-e5b4-4fb1-9d2f-0fd876dc374d,728108ca,20250523_160029,0.6658333333333333,3.663333333333333,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.48112191723012,43,0.048863636363636366,0.33050179719507833,Moderate,0
faith and religion,0.4679485305909094,"2 BECAUSE,EACH RELIGION OR PLACE HAS DIFFERENT BELIEFS AND ETHICS.",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,5a606718-c052-4f84-b9a0-0a4bca9df6f6,728108ca,20250523_160029,0.6233333333333333,3.493333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.4679485305909094,66,0.075,0.31934607890303046,Moderate,0
faith and religion,0.4585688446449292,1. They are old-fashioned and devoutly religious.,cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,a9b21430-9bcf-4bf3-88da-65b174a34938,728108ca,20250523_160029,0.6045833333333334,3.4183333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.4585688446449292,49,0.05568181818181818,0.3099123863428202,Moderate,0
faith and religion,0.4398528451974904,i would pick 1 because it is with the best interest it doesn't change who we are but helps us preserve our tradition and religion,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,4311474e-5376-421d-9f8e-57336cd57f27,728108ca,20250523_160029,0.6704166666666667,3.681666666666666,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.4398528451974904,129,0.14659090909090908,0.32468356232142037,Moderate,0
faith and religion,0.4300764063072804,I think 2 is better because it can understand and respect people's religion and belief,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,615b444a-9624-4cd6-9eb6-b3451c0e5d14,728108ca,20250523_160029,0.7108333333333334,3.8433333333333337,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.4300764063072804,86,0.09772727272727273,0.3239699564623061,Moderate,0
faith and religion,0.4264322827999998,Second one I don't think ai should be in the same relam as religion it should be a seperate thing but it should respect all religions ,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,c4e002f7-007f-4839-93b8-e7254c0ad013,728108ca,20250523_160029,0.8508333333333333,4.403333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.4264322827999998,134,0.15227272727272728,0.35596685251393934,Moderate,0
faith and religion,0.4204332528061275,Some questions were leading. You are also not representing non-religious people by requiring them to answer about the input and trust into their religious leaders. I don't have any.,ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",866e7a19-33ba-4706-8982-2f207854ddf5,728108ca,20250523_160029,0.6370833333333334,3.548333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.4204332528061275,181,0.2056818181818182,0.31615814960729954,Moderate,0
faith and religion,0.4037474685869959,Agree. People have belief and trust issues. ,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,8df43016-9347-44d9-9ba4-d23187e0666a,728108ca,20250523_160029,0.7895833333333333,4.158333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.4037474685869959,44,0.05,0.32441565410146506,Moderate,0
faith and religion,0.3910162863268778,"2

Religion is evil.
Not all traditions are useful and logical.
Humanity needs to unite, develop concepts for the future, where the role of religion and traditions will be minimal.",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,d3ba99d9-c550-4967-b1fd-cd5a0614969d,728108ca,20250523_160029,0.8595833333333334,4.4383333333333335,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.3910162863268778,180,0.20454545454545456,0.34877772665196327,Moderate,0
faith and religion,0.3900532951052291,Scenario 1. It’s important to recognise the differences between different cultures and religions ,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,17d979c0-e07d-43e8-845a-541eb8f23502,728108ca,20250523_160029,0.7683333333333333,4.073333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.3900532951052291,97,0.11022727272727273,0.32071071198148565,Moderate,0
faith and religion,0.3831622508439618,I would prefer scenario 2 because religion should not be a big part in the future.,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a6ce5884-5df6-46da-92a3-e16d3ee46f81,728108ca,20250523_160029,0.7079166666666666,3.8316666666666666,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.3831622508439618,82,0.09318181818181819,0.3041664154890999,Moderate,0
faith and religion,0.3826045806265718,"Neither. AI should never go near religion, culture or ethics",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,8b2d2b63-295a-4b61-8d95-b1be3204ffa1,728108ca,20250523_160029,0.6933333333333334,3.7733333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.3826045806265718,60,0.06818181818181818,0.2985266807354773,Moderate,0
faith and religion,0.3824137688068836,I highly doubt it. I'm in a fairly religious country at the moment. ,33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,f04c986f-91c4-4f8a-b607-59e45874903a,728108ca,20250523_160029,0.7875,4.15,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3824137688068836,68,0.07727272727272727,0.31819278025002623,Moderate,0
faith and religion,0.3786493262442632,"Scenario 1, because AI using out of traditional,religion,local values",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,fccc3e22-7649-47c5-a121-0b2030e8d3c1,728108ca,20250523_160029,0.92125,4.6850000000000005,0.0,none,[],0.0,0.0,0.0,0.0,0.375,0.0,0.3786493262442632,69,0.07840909090909091,0.34355063958861437,Moderate,0
faith and religion,0.3695079290530992,"Definitely Scenario 2, I am a person who doesn't believe in religion but in science and the good learnings and teachings from all the religions.",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,fea20601-f6df-47cf-b631-672c98192aad,728108ca,20250523_160029,0.815,4.26,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.3695079290530992,144,0.16363636363636364,0.3271668079848761,Moderate,0
faith and religion,0.3683690051943358,"Scenario 1. We have diverse culture and religions

",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,1ffdb989-7287-4c14-83e3-3c0b03a3dd28,728108ca,20250523_160029,0.6433333333333333,3.5733333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.3683690051943358,51,0.05795454545454545,0.28180972328985554,Moderate,0
faith and religion,0.3671335079581128,I don't believe. He is religious and would most likely reject this type of treatment immediately.,33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,f82c6422-7f32-4591-b8c2-6639e058ea33,728108ca,20250523_160029,0.7391666666666666,3.9566666666666666,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3671335079581128,97,0.11022727272727273,0.30570946378930575,Moderate,0
faith and religion,0.3644598117112368,Scenario 2 looks good but the emotions in humans towards their religion will keep questioning the global framework and conflicts are bound to happen frequently.,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,be1f2d84-3a8a-4569-ba03-1c83bdb4dc51,728108ca,20250523_160029,0.7941666666666667,4.176666666666667,0.1,mild,['questioning'],0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.3644598117112368,160,0.18181818181818182,0.35279907619964623,Moderate,0
faith and religion,0.3601851595041592,"I prefer scenario 2 because I believe in a world where we can all coexist despite our different faiths. So, the world is one big family and there should be something that we all have in common in spite of our varied background",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,1cac2db1-e5ce-48b9-afd9-9726e65eb1b1,728108ca,20250523_160029,0.7983333333333333,4.193333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3601851595041592,226,0.25681818181818183,0.3294225486501486,Moderate,0
faith and religion,0.3601565027207044,"2,con fidencf",13035d06-a388-4fce-af9d-72a60b89aeba,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,925382f5-d47e-4013-894f-a9fc32f8ace6,728108ca,20250523_160029,0.6179166666666667,3.4716666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3601565027207044,13,0.014772727272727272,0.2691232071488878,Moderate,0
faith and religion,0.3584128792011147,I would prefer scenario 2 I would say because Religion is also a factor me where God has made a match for every person and not with an AI especially its man made,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,000ccdf0-8943-4682-aca8-cad7922c538b,728108ca,20250523_160029,0.7329166666666667,3.931666666666666,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.3584128792011147,161,0.18295454545454545,0.3082439395592338,Moderate,0
faith and religion,0.3579778463720958,"Not all moral issues presented are common practice to me, also the god belief was not presented in this research. ",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",a7710429-4ffb-4c02-a886-fb26e7f72c77,728108ca,20250523_160029,0.6491666666666668,3.596666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3579778463720958,114,0.12954545454545455,0.28597901733671716,Moderate,0
faith and religion,0.3576316916022134,"I think option 1 is better, that is, different communities have different AI systems and different ethical frameworks. I don’t necessarily agree with the religious beliefs of all races, but I respect their religious beliefs.",63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,bbfff3cc-8287-4da6-a0b6-441e73c6df94,728108ca,20250523_160029,0.8470833333333333,4.388333333333334,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.125,0.0,0.3576316916022134,224,0.2545454545454545,0.3379238887620975,Moderate,0
faith and religion,0.3559975358398344,Scenario 1 a it values local custom and religious laws,b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,7a8ef50f-ce7b-424e-9efa-057a517605c7,728108ca,20250523_160029,0.7683333333333334,4.073333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.3559975358398344,54,0.06136363636363636,0.3022020446389641,Moderate,0
faith and religion,0.3557664173655814,"Scenario 1. It is good when everyone can get something that they can deeply connect with with regards to their backgrounds; be it religion, traditional,sexual, spiritual among other factors ",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,896f413d-b0ef-436d-b565-672987fa7738,728108ca,20250523_160029,0.7025,3.81,0.0,none,[],0.0,0.0,0.0,0.0,0.25,0.0,0.3557664173655814,190,0.2159090909090909,0.3043974760371417,Moderate,0
faith and religion,0.3536852068585729,"No, she is a Christian.",33d71c79-81fb-430a-8dba-0709dd93f1cb,Think about your neighbor - do you think your neighbor would want this future and why?,e3ba3c5b-9b87-4430-ad0f-0079e6c31516,728108ca,20250523_160029,0.6508333333333334,3.6033333333333335,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.3536852068585729,23,0.026136363636363635,0.27425438577373223,Moderate,0
